id_cliente,idade,renda_anual,divida_atual,historico_pagamento,score_externo,inadimplente
10734,30,49297,40846,72.6,561,1
10735,26,27170,41685,17.8,751,0
10736,39,47699,1337,48.7,460,0
10737,44,106466,32521,91.3,618,0
10738,38,36866,5448,100.0,311,0
10739,63,77014,20820,83.5,442,1
10740,35,12849,68596,15.9,263,1
10741,40,68314,36855,79.2,683,0
10742,52,34147,27380,0.0,578,0
10743,40,12056,46221,3.7,200,1
10744,27,36128,53937,29.3,510,0
10745,18,15000,2002,0.0,417,0
10746,36,15000,50087,8.3,885,0
10747,18,80793,20697,71.8,590,1
10748,27,92998,35931,72.5,520,0
10749,19,19141,42051,23.0,705,0
10750,36,35400,47159,43.0,813,0
10751,44,18496,42132,24.8,773,0
10752,57,35403,40102,16.8,796,0
10753,40,105055,9208,57.6,721,1
10754,20,15000,24928,33.1,256,0
10755,18,98516,26600,61.1,601,0
10756,52,18253,943,19.2,382,0
10757,18,36508,107817,16.9,432,1
10758,38,40014,99270,74.3,464,1
10759,22,77618,7060,66.1,633,1
10760,25,37516,10653,35.0,445,0
10761,41,28284,64444,0.0,513,1
10762,34,22030,91160,35.5,390,1
10763,50,15000,36568,0.0,738,0
10764,22,85622,35138,50.5,611,0
10765,24,46863,35122,27.0,613,0
10766,36,35136,69357,35.7,705,1
10767,43,15000,16139,12.3,337,0
10768,29,10074,29610,16.8,200,1
10769,28,29264,44158,29.0,781,0
10770,18,107344,10136,40.4,612,1
10771,31,26296,11452,0.0,426,0
10772,18,15000,41565,28.5,715,0
10773,44,58125,37360,38.4,646,0
10774,30,42275,6071,63.9,430,0
10775,36,45652,10356,41.7,459,0
10776,18,63003,30420,0.0,257,1
10777,63,40475,6839,46.2,434,0
10778,22,32868,47364,0.0,331,1
10779,46,58173,5133,19.3,509,0
10780,49,39700,16737,26.3,488,0
10781,28,49516,39046,38.9,668,0
10782,18,65058,37626,42.6,546,0
10783,49,19302,40703,2.9,641,0
10784,34,29924,3548,23.8,417,0
10785,51,26409,29962,0.0,200,1
10786,36,25562,112721,0.0,430,1
10787,35,43624,13448,22.2,467,0
10788,45,17768,34577,4.8,611,0
10789,43,49230,111835,0.0,507,1
10790,18,15000,1763,0.0,406,0
10791,38,71857,22286,22.6,604,0
10792,41,12976,82257,25.0,373,1
10793,40,50612,29793,13.3,480,0
10794,43,15792,43349,19.3,696,0
10795,18,15000,12951,43.6,295,0
10796,38,82782,8174,83.9,668,1
10797,25,107470,47590,39.6,763,1
10798,42,38384,42971,43.6,646,0
10799,34,9430,108229,54.6,484,1
10800,18,87496,97515,0.0,424,1
10801,53,31718,9769,0.0,504,0
10802,23,91630,28766,70.5,581,1
10803,48,9192,54981,21.9,341,1
10804,28,72128,30368,50.0,663,0
10805,40,102930,27038,59.6,628,1
10806,32,52429,35495,0.0,958,0
10807,48,112543,9193,36.7,596,1
10808,48,20691,832,9.1,397,0
10809,24,49379,38784,66.7,805,0
10810,39,85230,40216,73.1,523,1
10811,32,33826,70785,41.2,356,1
10812,51,36504,1663,58.7,411,0
10813,43,37805,9000,99.2,338,0
10814,19,15000,6825,0.0,480,0
10815,18,69564,35431,34.4,502,0
10816,29,61202,27490,0.0,578,0
10817,52,35639,69072,55.9,326,1
10818,56,93563,36054,69.9,666,0
10819,18,15160,44153,20.9,642,0
10820,33,15000,22376,39.8,265,0
10821,44,81752,21943,35.5,561,1
10822,38,54768,95506,0.0,410,1
10823,50,91884,6442,48.5,544,1
10824,32,38440,1882,6.8,464,0
10825,47,133003,30274,11.5,474,1
10826,29,54135,21036,11.6,524,0
10827,27,76416,17505,66.4,578,1
10828,51,25580,37240,28.7,752,0
10829,22,36558,50622,17.9,507,0
10830,31,25473,3657,30.4,427,0
10831,30,44908,6072,0.0,528,0
10832,21,25491,42543,20.5,788,0
10833,43,41377,4044,50.8,431,0
10834,27,15000,37239,16.7,707,0
10835,18,15000,13175,0.0,357,0
10836,32,43802,43729,0.0,674,0
10837,31,35602,3333,5.5,471,0
10838,42,46993,39341,32.3,600,0
10839,31,70464,36906,74.3,764,0
10840,40,17950,46183,19.1,625,0
10841,51,13810,65276,53.7,270,1
10842,41,40302,8094,5.6,514,0
10843,23,31192,37113,21.0,731,0
10844,40,44694,159357,24.7,586,1
10845,43,15000,13374,38.4,290,0
10846,55,58874,15823,23.9,539,0
10847,22,15000,7911,0.0,397,0
10848,26,9519,81919,9.6,344,1
10849,31,51875,11807,41.2,465,0
10850,35,15000,44671,7.8,748,0
10851,45,57172,41974,65.9,789,0
10852,57,90787,4256,82.8,583,1
10853,30,15000,41386,73.0,200,0
10854,33,15000,15537,70.0,286,0
10855,19,102010,38528,55.4,690,1
10856,27,41372,44060,68.6,784,0
10857,35,11343,40097,29.3,380,1
10858,22,14798,45005,14.1,253,1
10859,41,51878,9284,29.4,482,0
10860,41,37082,34165,44.9,617,0
10861,40,39627,10402,99.4,343,0
10862,41,15000,18526,100.0,211,0
10863,28,13006,728,0.0,200,1
10864,22,71182,32406,36.2,655,0
10865,48,74343,16277,71.5,687,1
10866,31,20432,8595,0.0,457,0
10867,18,15000,4083,10.1,344,0
10868,50,15000,46669,3.5,535,0
10869,36,73034,68866,0.0,433,1
10870,42,15000,19220,50.4,285,0
10871,38,22624,6707,0.0,457,0
10872,20,30899,47267,0.0,784,0
10873,37,16822,44631,26.2,575,0
10874,18,15000,27621,46.3,243,0
10875,20,31037,94847,18.9,446,1
10876,56,28039,3048,19.6,422,0
10877,29,15803,40756,0.0,627,0
10878,56,26490,2504,25.4,435,0
10879,31,31808,37536,1.9,541,0
10880,29,15000,5237,17.6,359,0
10881,60,26344,40713,24.0,637,0
10882,44,15000,41049,36.5,829,0
10883,49,15000,7723,0.0,417,0
10884,38,61817,31129,36.6,579,0
10885,29,25263,82390,0.0,396,1
10886,41,20704,45309,26.6,254,1
10887,38,85790,19435,51.3,440,1
10888,39,28964,5542,41.7,423,0
10889,22,69773,33206,0.0,669,0
10890,18,92929,36650,59.7,551,0
10891,29,50051,40965,32.3,704,0
10892,18,29318,2858,29.4,426,0
10893,18,107821,10873,38.7,630,1
10894,23,46137,26200,0.0,578,0
10895,63,16825,41691,54.3,809,0
10896,23,29036,37215,7.5,655,0
10897,31,12669,74190,23.9,365,1
10898,43,29913,13015,35.0,434,0
10899,22,15000,14698,0.0,326,0
10900,51,41432,39620,0.0,780,0
10901,33,27043,40561,19.6,602,0
10902,74,15703,51847,31.5,635,0
10903,33,19334,33829,7.3,734,0
10904,43,18120,49222,18.1,482,0
10905,46,15000,42880,8.5,969,0
10906,21,29132,10649,58.9,378,0
10907,23,19741,13288,66.4,317,0
10908,31,58969,15215,55.4,497,0
10909,18,15000,34175,3.1,560,0
10910,24,37963,2773,51.1,424,0
10911,18,74054,15458,29.4,544,0
10912,24,15000,54148,24.5,734,0
10913,51,32603,45295,0.0,712,0
10914,36,15000,45451,14.7,692,0
10915,40,33427,7861,0.0,518,0
10916,35,15000,36929,4.7,750,0
10917,18,24016,36317,16.9,767,0
10918,36,28352,32598,9.8,596,0
10919,66,15000,5134,48.2,347,0
10920,26,92751,32948,86.0,493,1
10921,18,46595,30257,45.3,676,0
10922,41,90007,45223,89.6,657,0
10923,49,25954,4990,21.7,436,0
10924,24,15000,40210,0.0,603,0
10925,38,61215,28359,31.3,559,0
10926,46,19610,2774,4.4,399,0
10927,27,15000,42906,22.8,761,0
10928,33,39244,45267,38.3,650,0
10929,24,50102,28497,4.7,563,0
10930,47,21379,20309,9.2,318,1
10931,37,55656,18044,1.7,546,0
10932,18,61572,26679,31.0,553,0
10933,31,48142,41586,60.6,730,0
10934,18,48460,31320,44.8,888,0
10935,32,19250,4585,6.6,423,0
10936,20,30333,30915,6.2,230,1
10937,42,45843,39432,24.5,436,0
10938,45,15122,42579,0.0,740,0
10939,29,15000,17949,45.8,260,0
10940,36,17073,46150,6.4,258,1
10941,22,55237,31151,50.4,592,0
10942,51,109316,31900,53.6,707,1
10943,39,49052,13492,30.6,500,0
10944,21,15000,11106,72.3,243,0
10945,46,115848,18498,59.5,618,1
10946,37,49639,36480,39.5,598,0
10947,42,15000,6440,17.9,391,0
10948,23,18845,2528,26.3,379,0
10949,28,47885,31043,49.8,691,0
10950,38,19612,43919,23.0,337,1
10951,54,47771,48835,64.2,810,0
10952,51,24991,41463,0.0,671,0
10953,45,33342,42448,49.4,620,0
10954,46,63078,47989,65.6,558,0
10955,18,56607,104734,12.0,373,1
10956,23,39178,1332,81.1,363,0
10957,20,34348,6822,73.0,384,0
10958,35,56340,19111,0.0,591,0
10959,28,16267,50870,0.7,602,0
10960,40,102441,32707,83.3,751,1
10961,42,103869,117,33.6,428,1
10962,29,25531,1929,7.5,426,0
10963,42,32019,64243,22.4,256,1
10964,18,27442,16676,0.0,497,0
10965,28,15000,41195,0.0,835,0
10966,32,50751,23351,0.0,240,1
10967,34,102555,28464,74.8,509,1
10968,33,81410,19030,82.2,659,1
10969,29,22782,45696,16.1,665,0
10970,18,15000,43408,16.0,754,0
10971,50,42968,18477,24.0,498,0
10972,41,67906,40129,67.3,572,0
10973,39,49181,61943,0.0,684,0
10974,47,29748,112011,26.2,488,1
10975,48,15000,47013,16.4,771,0
10976,32,40841,36664,29.8,636,0
10977,43,20375,1737,63.8,343,0
10978,34,82694,16830,73.5,591,1
10979,24,17298,9074,13.5,412,0
10980,45,48774,45721,23.8,482,0
10981,37,96266,9967,67.2,618,1
10982,18,66198,24501,65.4,472,1
10983,34,39537,41309,28.8,631,0
10984,42,15000,47111,27.4,719,0
10985,33,15000,5284,0.0,398,0
10986,33,37751,17671,0.0,528,0
10987,23,38620,39721,18.4,577,0
10988,18,15000,11923,19.8,327,0
10989,41,110347,34082,81.2,653,0
10990,18,15000,2735,29.8,353,0
10991,21,15000,7443,0.0,389,0
10992,54,20430,2552,28.3,405,0
10993,31,15000,40787,23.4,749,0
10994,24,70657,3384,76.4,588,1
10995,22,84098,32920,58.0,685,0
10996,46,58591,40429,47.1,696,0
10997,47,15000,2381,32.2,334,0
10998,36,21144,1346,39.7,370,0
10999,40,16331,52169,14.3,704,0
11000,36,29957,8351,48.6,383,0
11001,21,15246,10020,61.9,322,0
11002,35,100678,2373,42.7,541,1
11003,18,15000,49310,0.0,703,0
11004,23,11283,11055,0.0,200,1
11005,18,68592,20115,77.4,598,1
11006,31,53460,38121,37.0,655,0
11007,39,17970,42379,13.0,602,0
11008,42,45448,40867,45.0,689,0
11009,40,59474,14519,0.0,596,0
11010,44,64400,33206,0.0,619,0
11011,41,86294,11572,66.4,571,1
11012,51,74784,51471,0.0,349,1
11013,46,117444,10726,75.7,621,1
11014,18,31834,27132,17.9,745,0
11015,51,15000,16172,12.3,306,0
11016,53,15000,35123,12.3,623,0
11017,48,15000,43577,0.5,661,0
11018,36,26515,37439,14.5,673,0
11019,38,23569,21627,0.0,223,1
11020,35,47563,2303,26.7,471,0
11021,30,76273,26866,41.1,665,0
11022,32,66862,22740,8.3,567,0
11023,18,58375,14096,64.7,476,0
11024,18,15000,7166,42.8,330,0
11025,18,15000,42145,23.3,751,0
11026,18,15000,6053,0.0,358,0
11027,50,78784,22443,68.0,713,1
11028,37,77784,17486,48.2,437,1
11029,38,15000,48758,30.6,789,0
11030,42,85550,5555,66.9,673,1
11031,34,45907,40454,37.5,592,0
11032,24,40364,16502,0.0,537,0
11033,44,97452,25704,50.3,604,1
11034,49,17869,45702,10.6,603,0
11035,27,38106,18629,17.5,470,0
11036,37,76761,14342,71.6,540,1
11037,39,15000,22341,50.5,287,0
11038,32,15000,35636,36.9,253,0
11039,22,12315,60527,22.4,256,1
11040,22,10514,124258,37.1,497,1
11041,18,15000,22003,46.9,255,0
11042,49,19055,7423,0.0,456,0
11043,41,41310,33541,0.0,534,0
11044,37,69649,33414,18.3,583,0
11045,25,15000,51911,13.4,586,0
11046,46,29557,7436,0.0,520,0
11047,25,85384,25294,60.1,732,1
11048,46,15000,9589,39.0,312,0
11049,27,38335,47071,26.8,550,0
11050,43,15000,53980,0.0,630,0
11051,57,86719,9841,89.7,558,1
11052,18,15000,50918,16.5,724,0
11053,34,38760,10524,0.0,496,0
11054,18,66753,3800,80.6,631,1
11055,34,15000,2700,6.3,396,0
11056,27,23288,111828,40.6,447,1
11057,44,39299,9203,0.0,517,0
11058,18,42484,6576,58.4,384,0
11059,32,30152,47675,67.1,995,0
11060,28,96720,40761,24.5,671,0
11061,45,15000,36869,4.8,865,0
11062,39,62617,15124,2.9,553,0
11063,18,40693,34371,36.1,705,0
11064,20,50825,35554,46.5,656,0
11065,40,19375,34618,5.0,866,0
11066,37,15000,44056,0.0,676,0
11067,51,39622,35983,35.9,588,0
11068,52,12250,114931,13.0,431,1
11069,37,15000,40236,7.1,788,0
11070,18,65956,131211,0.0,442,1
11071,48,24565,44982,26.2,463,0
11072,45,11557,73282,8.7,276,1
11073,40,79834,28967,43.3,579,0
11074,42,30022,8374,7.4,404,0
11075,29,72491,11387,66.0,528,1
11076,18,9621,23946,0.0,200,1
11077,38,15000,48197,22.5,716,0
11078,39,41082,34603,0.0,829,0
11079,18,43819,6009,64.4,407,0
11080,30,15000,22769,43.0,254,0
11081,35,29538,69721,24.2,251,1
11082,50,86214,61470,0.0,315,1
11083,25,36135,10363,22.1,451,0
11084,52,15000,45807,0.0,604,0
11085,37,80754,30526,70.1,683,0
11086,36,85293,7355,81.3,612,1
11087,18,53037,59962,0.0,239,1
11088,50,15000,44939,0.0,562,0
11089,46,21367,5142,32.9,403,0
11090,42,39225,9382,12.4,495,0
11091,41,15000,42682,14.7,678,0
11092,60,23374,4877,63.5,330,0
11093,26,23690,45828,8.4,459,0
11094,57,42859,12420,12.0,499,0
11095,35,34424,1353,68.5,379,0
11096,28,21603,40315,41.8,778,0
11097,40,26024,14402,0.0,551,0
11098,36,15000,10214,21.6,317,0
11099,37,15000,5077,0.0,372,0
11100,37,15000,49427,9.6,625,0
11101,24,57749,17960,81.1,460,0
11102,48,15000,42312,5.1,603,0
11103,25,44866,12077,44.2,472,0
11104,40,73507,35098,72.7,496,1
11105,18,103692,47669,30.3,638,1
11106,22,15000,44852,25.1,857,0
11107,56,61195,13175,96.8,421,0
11108,65,15000,49833,0.0,531,0
11109,27,21560,1034,22.6,412,0
11110,38,95046,66385,19.7,631,1
11111,40,70799,13854,48.5,464,1
11112,48,66290,41009,0.0,808,0
11113,22,41815,10061,70.3,377,0
11114,48,40912,45134,23.7,617,0
11115,47,35258,37846,43.6,802,0
11116,46,74707,13197,80.7,686,1
11117,33,15000,23138,63.9,200,0
11118,37,85183,27991,52.9,497,1
11119,52,74285,4390,73.1,614,1
11120,18,49196,6217,46.8,434,0
11121,45,15000,53258,26.0,568,0
11122,44,37566,6201,39.9,436,0
11123,46,32857,12699,5.9,446,0
11124,18,33074,114056,13.3,558,1
11125,21,30311,4113,62.9,366,0
11126,18,27570,46982,0.0,326,1
11127,48,15000,25419,19.9,260,0
11128,18,20289,50403,41.0,623,0
11129,19,19196,83171,44.2,339,1
11130,26,101529,31398,60.4,687,1
11131,18,80263,1625,72.8,733,1
11132,40,36001,38969,51.6,664,0
11133,31,52717,37896,70.3,834,0
11134,24,22233,39621,15.8,608,0
11135,28,34686,4527,0.0,223,1
11136,28,52295,26784,1.6,554,0
11137,18,35815,40976,0.0,245,1
11138,27,24961,5228,22.5,390,0
11139,32,10357,66577,5.8,403,1
11140,56,39164,8995,5.9,483,0
11141,52,31539,4590,0.0,483,0
11142,24,15000,38958,0.0,748,0
11143,18,15000,42204,2.1,826,0
11144,41,15000,14756,17.0,345,0
11145,54,35103,46208,66.9,760,0
11146,33,70226,94081,15.1,497,1
11147,54,18104,25215,53.8,200,0
11148,21,20458,46536,12.5,932,0
11149,18,51383,8644,46.3,453,0
11150,36,52037,33026,64.0,825,0
11151,47,15000,45470,0.0,473,0
11152,33,44709,2597,65.9,405,0
11153,53,22845,34686,0.7,650,0
11154,43,70376,5939,79.4,518,1
11155,48,62306,29863,58.4,708,0
11156,37,15000,37031,13.6,757,0
11157,37,35255,74788,0.0,428,1
11158,36,15000,40042,0.0,649,0
11159,23,15000,23400,19.5,280,0
11160,18,68649,11286,89.6,632,1
11161,28,24152,7310,31.0,392,0
11162,45,15893,34137,16.6,689,0
11163,47,16568,4128,50.7,344,0
11164,29,18656,49577,31.2,586,0
11165,53,24543,51402,2.6,874,0
11166,23,24991,42713,41.2,780,0
11167,25,35814,27844,0.0,205,1
11168,48,29977,27093,19.3,648,0
11169,27,107737,21923,57.7,646,1
11170,29,13113,90225,12.4,292,1
11171,47,97243,14576,58.5,633,1
11172,28,39792,10790,0.0,595,0
11173,58,15000,4301,0.2,311,0
11174,68,21951,92002,21.0,335,1
11175,40,46143,11591,73.4,382,0
11176,40,58585,36024,50.5,901,0
11177,30,23625,1194,18.4,423,0
11178,24,63066,31361,40.5,743,0
11179,34,28598,44537,16.0,605,0
11180,24,17909,38294,33.8,767,0
11181,32,27660,1846,57.7,375,0
11182,35,32104,12434,5.5,457,0
11183,35,28452,28626,16.5,666,0
11184,44,18065,16932,14.1,283,0
11185,27,89088,5971,75.8,684,1
11186,60,11273,47067,14.7,250,1
11187,44,36916,42469,35.8,717,0
11188,18,15000,18639,30.9,312,0
11189,32,15000,25580,67.8,238,0
11190,54,33407,9585,15.2,464,0
11191,36,20063,43454,0.9,248,1
11192,18,15000,11250,26.9,365,0
11193,61,24325,5242,25.7,444,0
11194,24,77274,9113,79.4,636,1
11195,42,63417,15505,60.3,540,1
11196,22,39003,53121,18.5,236,1
11197,25,11517,52361,24.2,387,1
11198,37,51659,6485,12.9,523,0
11199,44,62942,23985,81.3,464,1
11200,30,55624,43576,62.9,700,0
11201,40,15000,13880,15.1,324,0
11202,22,59748,1437,77.0,401,0
11203,46,39200,18691,19.3,471,0
11204,18,20257,44182,31.0,781,0
11205,51,39003,7947,61.3,373,0
11206,53,35758,35465,43.7,779,0
11207,22,105178,18457,69.2,698,1
11208,39,72817,30637,57.2,600,1
11209,19,29916,42515,4.7,307,1
11210,37,27606,106371,16.6,519,1
11211,21,37375,50667,0.0,762,0
11212,18,30296,38886,45.9,845,0
11213,52,38782,30702,26.2,671,0
11214,27,37818,4561,29.3,412,0
11215,18,73015,36269,69.1,488,1
11216,18,50130,16192,9.4,530,0
11217,28,15000,9859,23.3,351,0
11218,43,15376,49893,14.2,581,0
11219,45,61157,31181,71.8,543,1
11220,47,15000,5529,31.9,322,0
11221,36,17439,9981,0.0,433,0
11222,33,42447,17810,0.0,533,0
11223,25,55977,5766,94.1,401,0
11224,45,31853,22730,0.0,530,0
11225,57,17369,2904,53.5,351,0
11226,35,48495,74032,0.0,310,1
11227,29,85438,24423,67.5,619,0
11228,23,48651,15002,38.5,485,0
11229,32,57605,36550,55.4,504,0
11230,45,44637,34861,39.4,659,0
11231,27,93808,43209,68.2,621,0
11232,40,39843,44296,48.5,692,0
11233,18,97653,9326,35.0,444,1
11234,24,34384,4542,36.9,408,0
11235,43,102518,6676,84.0,733,1
11236,22,15000,51878,6.9,626,0
11237,25,31818,94667,14.0,625,1
11238,37,15010,33218,0.0,200,1
11239,56,18178,52429,0.0,250,1
11240,19,27221,13734,0.0,485,0
11241,19,38271,8093,30.2,455,0
11242,18,15300,27089,36.8,230,0
11243,46,51508,1661,67.8,420,0
11244,18,80812,21989,25.7,612,0
11245,34,77702,40935,56.8,514,0
11246,43,32222,9710,51.1,371,0
11247,53,16823,40746,41.8,838,0
11248,40,114025,34957,75.8,678,0
11249,49,46170,3123,26.8,472,0
11250,45,70852,3336,71.2,680,1
11251,18,69192,8671,66.7,650,1
11252,46,46554,70285,0.0,417,1
11253,44,21513,588,51.9,354,0
11254,35,25128,277,12.0,419,0
11255,32,32912,45019,0.0,755,0
11256,28,19488,29278,16.0,833,0
11257,21,15148,33522,0.0,213,1
11258,27,45502,93209,0.0,430,1
11259,45,15000,43817,0.0,530,0
11260,31,41534,20159,0.0,503,0
11261,35,40751,400,42.1,416,0
11262,40,15000,18173,0.0,322,0
11263,44,32453,3940,59.4,383,0
11264,32,71758,15686,70.9,656,1
11265,43,15000,12685,46.5,305,0
11266,39,15000,40105,0.0,752,0
11267,37,20300,17635,0.0,320,0
11268,61,15963,10973,58.1,323,0
11269,45,67247,27995,6.8,304,0
11270,27,78765,34843,70.9,409,1
11271,52,20012,704,22.7,368,0
11272,22,101815,5288,38.2,266,1
11273,40,11963,74030,36.3,257,1
11274,33,38859,36146,30.5,692,0
11275,50,15000,49080,0.0,700,0
11276,55,22264,53053,5.6,637,0
11277,39,21218,36651,21.2,644,0
11278,57,78168,49113,0.0,290,1
11279,27,62506,31451,22.8,423,0
11280,20,15000,50144,13.8,667,0
11281,54,53699,7056,77.1,439,0
11282,40,43236,19722,14.3,521,0
11283,41,23755,4208,14.2,429,0
11284,21,34352,2248,23.4,434,0
11285,60,97085,24899,57.7,612,0
11286,31,42301,31853,17.7,572,0
11287,25,15000,1259,0.0,420,0
11288,32,41044,103212,0.0,424,1
11289,45,43782,12853,35.4,451,0
11290,46,26617,8384,0.0,450,0
11291,41,61647,38892,56.1,625,0
11292,48,15000,47681,48.9,829,0
11293,18,10453,47278,25.5,263,1
11294,18,88946,18797,69.5,628,1
11295,43,43869,31573,22.6,565,0
11296,35,24672,11815,16.1,456,0
11297,42,17619,63641,0.0,437,1
11298,49,15000,5480,59.8,308,0
11299,24,41645,43191,39.3,674,0
11300,51,83632,29034,63.1,701,0
11301,21,39373,5470,26.6,440,0
11302,47,38159,61394,0.0,321,1
11303,23,20573,9547,27.5,387,0
11304,39,100362,23389,35.1,557,1
11305,29,95212,36614,88.2,699,0
11306,37,98508,24285,64.6,450,0
11307,29,54911,35656,29.8,623,0
11308,36,17289,5154,80.6,295,0
11309,37,28504,45490,26.8,536,0
11310,36,76300,1852,80.0,723,1
11311,28,40978,9989,0.0,536,0
11312,42,15000,49056,18.2,781,0
11313,37,13020,44084,16.2,268,1
11314,33,18907,4937,35.8,370,0
11315,23,37142,40852,51.1,798,0
11316,65,37566,2301,72.5,366,0
11317,34,30365,28206,0.0,209,1
11318,39,14088,71626,17.1,440,1
11319,43,16804,46451,27.1,758,0
11320,40,65751,33749,45.0,802,0
11321,48,37661,58231,0.0,314,1
11322,40,33321,609,26.8,409,0
11323,25,18221,35924,58.5,868,0
11324,33,15000,23070,38.1,248,0
11325,20,55744,34961,46.0,607,0
11326,18,15000,47258,7.4,690,0
11327,38,25181,61904,44.5,382,1
11328,30,15842,3544,22.9,383,0
11329,39,67030,25055,83.3,581,1
11330,43,15000,4647,0.0,391,0
11331,42,32829,42829,43.7,760,0
11332,50,39194,9533,49.3,445,0
11333,44,85695,14011,72.2,642,1
11334,18,47061,80236,13.0,475,1
11335,22,15000,44134,22.9,839,0
11336,33,69202,2632,66.8,640,1
11337,35,15000,41116,26.4,800,0
11338,37,81178,60716,0.0,475,1
11339,42,74046,37440,54.3,601,0
11340,28,15000,45581,0.0,609,0
11341,44,78676,7744,84.8,578,1
11342,34,44937,13648,38.2,490,0
11343,48,15000,16881,30.9,324,0
11344,25,61873,17886,18.0,587,0
11345,31,25052,12869,16.6,440,0
11346,38,73490,26795,65.1,715,1
11347,40,83214,8436,39.2,560,1
11348,35,40703,40830,0.0,384,1
11349,40,30010,6518,36.5,436,0
11350,18,26119,1250,22.5,418,0
11351,49,15000,17461,60.7,282,0
11352,35,85645,2906,73.3,619,1
11353,32,34817,6082,34.4,416,0
11354,18,42823,11205,18.7,482,0
11355,57,15000,24800,24.3,261,0
11356,28,70326,36218,47.3,708,0
11357,38,63534,27075,84.9,499,1
11358,25,83291,10315,63.7,654,1
11359,33,65697,35993,71.5,450,1
11360,48,11221,72963,2.0,506,1
11361,39,80302,41696,61.9,701,1
11362,35,69549,23397,0.0,200,1
11363,30,47548,19042,29.0,901,0
11364,36,33879,13065,35.1,437,0
11365,40,23321,45904,14.7,528,0
11366,41,70368,7854,16.6,558,0
11367,44,71014,14573,71.4,497,0
11368,23,98437,12493,44.7,512,1
11369,33,29168,16417,0.0,200,1
11370,40,35620,3237,42.8,422,0
11371,34,81660,115947,0.0,509,1
11372,48,32416,4118,36.4,396,0
11373,19,123613,43021,51.5,860,1
11374,40,30143,403,18.0,417,0
11375,54,100104,1159,36.9,612,1
11376,39,96785,38457,25.5,690,0
11377,55,77759,44655,76.8,508,1
11378,40,12816,22421,0.0,258,1
11379,40,14939,75617,10.0,200,1
11380,24,15000,24510,29.1,258,0
11381,31,15000,39267,0.0,777,0
11382,30,43404,53097,0.0,774,0
11383,18,15151,638,23.4,389,0
11384,37,36443,35528,34.2,629,0
11385,22,15000,40313,0.0,730,0
11386,37,59245,15845,80.9,738,1
11387,43,15000,44796,12.0,840,0
11388,31,106721,25778,55.4,606,1
11389,28,92865,14068,68.3,608,1
11390,28,15000,7290,42.6,352,0
11391,18,10575,72429,56.4,446,1
11392,39,15000,41573,0.0,723,0
11393,23,15000,13028,52.1,306,0
11394,18,35196,12459,63.6,401,0
11395,18,49462,10659,19.9,489,0
11396,55,15000,43042,29.4,817,0
11397,27,71315,44596,74.6,780,0
11398,28,20981,37746,0.0,567,0
11399,35,15000,49246,10.3,753,0
11400,18,10453,82959,31.2,309,1
11401,49,18885,20460,20.8,250,1
11402,19,32548,45405,13.4,633,0
11403,34,18775,12207,55.5,339,0
11404,43,83315,12435,72.3,612,1
11405,41,15000,15898,16.2,278,0
11406,37,12248,26492,16.1,244,1
11407,30,36766,98345,23.6,396,1
11408,54,19207,38139,0.0,858,0
11409,25,109142,15383,32.4,532,1
11410,38,59282,35681,37.0,617,0
11411,46,80732,44497,0.0,263,1
11412,52,84586,5484,73.0,655,1
11413,33,21533,9099,50.8,342,0
11414,32,20069,39357,10.8,580,0
11415,33,35682,47766,22.0,200,1
11416,37,94121,32411,42.5,676,1
11417,36,19304,41815,8.3,754,0
11418,42,53273,12953,31.6,485,0
11419,20,27615,47966,29.7,545,0
11420,53,35705,5367,11.3,468,0
11421,60,15000,52633,25.9,666,0
11422,27,78661,31520,62.8,595,0
11423,41,15000,7510,20.5,340,0
11424,35,77786,34740,48.9,560,0
11425,56,49619,40616,25.1,562,0
11426,37,15000,606,6.1,368,0
11427,21,15000,2768,15.9,343,0
11428,20,52496,36253,37.0,543,0
11429,45,15000,14974,24.1,292,0
11430,50,57804,50814,0.0,681,0
11431,18,38920,28934,0.0,233,0
11432,31,62041,37908,14.2,542,0
11433,38,15966,74943,18.3,292,1
11434,27,19273,51224,0.0,637,1
11435,25,91404,20946,79.4,704,1
11436,47,83960,31993,52.9,701,0
11437,19,22161,16133,21.0,358,0
11438,27,15000,3473,51.7,324,0
11439,43,68291,12541,89.1,532,1
11440,28,55042,45097,43.4,698,0
11441,43,67940,33790,5.5,643,0
11442,32,41365,36091,50.7,575,0
11443,30,11395,11483,12.2,200,1
11444,36,13151,69716,25.0,417,1
11445,39,10491,89075,28.6,482,1
11446,21,51805,39297,48.4,699,0
11447,55,12423,92252,7.1,328,1
11448,18,40656,43123,0.0,400,1
11449,27,78266,29360,62.1,623,1
11450,40,16841,1110,22.9,375,0
11451,35,80958,2817,63.9,446,1
11452,49,55039,8286,21.0,541,0
11453,40,15000,8596,6.1,368,0
11454,24,94776,11321,65.3,519,1
11455,21,17542,10798,27.0,283,0
11456,43,61670,32977,26.1,496,0
11457,41,74279,35493,55.1,563,0
11458,35,15000,26167,82.1,227,0
11459,20,17513,60963,2.1,689,1
11460,32,9181,16319,24.2,274,1
11461,23,30068,7993,20.8,426,0
11462,59,27141,35616,33.4,745,0
11463,44,63657,7305,100.0,445,0
11464,51,12894,72264,5.9,468,1
11465,26,15000,37283,3.4,766,0
11466,41,19501,22850,58.4,314,0
11467,47,101418,27865,38.0,655,1
11468,31,28447,46014,9.1,690,0
